id,text,T1 Target,T1 Argument,T1 Harmful,T2 Target,T2 Argument,T2 Harmful,T3 Target,T3 Argument,T3 Harmful,T4 Target,T4 Argument,T4 Harmful,T5 Target,T5 Argument,T5 Harmful,T6 Target,T6 Argument,T6 Harmful,,,
1160034532738895878,@USER @USER Fuck those numbers with mostly 9s. I ain't got all day to call a sex line,NULL,Fuck,NO,,,,,,,,,,,,,,,,,,
1158136719033733121,all of y’all who voted that they would do the gf application. y’all fake as fuc,y'all,fake as fuck,NO,,,,,,,,,,,,,,,,,,
1158729313941954560,It is not your responsibility a black person to try and change a racist’s mind by “showing them differently”. Stop doing that dumb,NULL,dumb shit,NO,,,,,,,,,,,,,,,,,,
1161778474312450048,"@USER the writers really dont have an excuse to not go back and edit all of this shit out, really, i guess they dont care",this,shit,NO,,,,,,,,,,,,,,,,,,
1186379606573621249,@USER Shawty need to take some of that shit out that’s why the fridge look all types of fucked up now ,that,shit,NO,NULL,fucked up,NO,,,,,,,,,,,,,,,
1160816019738378240,Would y’all please shut the up 😂real MEN do not fuck with multiple women because that shit gonna eat at,NULL,fuck with,NO,that,shit,NO,,,,,,,,,,,,,,,
1162380952238034945,i do this shit to make sure my niggas straight i know dey ain’t no fa,this,shit ,NO,my niggas,niggas,YES,dey,ain't no fags,YES,,,,,,,,,,,,
1187916454051680257,How the fuck are they gonna build the big new Kroger in Jeff and not take fucking google pay,NULL,How the fuck,NO,NULL,fucking,NO,,,,,,,,,,,,,,,
1158193338920685569,@USER @USER Also can’t help some people are dumb as fuck and they just want your attention . #leavebigcatalo,people,dumb as fuck,YES,,,,,,,,,,,,,,,,,,
1187451603307192320,@USER @USER @USER Who the hell is stuart Stapleton? Russian bots are so stupid.,Russian bots,stupid,YES,,,,,,,,,,,,,,,,,,
1162220067842478081,Im really starting to not like females at all bunch of clown ass fake ass weird mfs,females,bunch of clown ass fake ass weird mfs,YES,,,,,,,,,,,,,,,,,,
1155945500757020672,Niggas be so insecure when they ain’t got shit to offer but dick.. I would be insecure too if I just had pussy to offer 🤷�,Niggas,niggas,YES,they,ain't got shit,NO,NULL,pussy,NO,,,,,,,,,,,,
1160728023349547010,"Bitches be mad over the littlest shit, y’all wei",Bitches,Bitches,YES,y'all,weird,NO,,,,,,,,,,,,,,,
1159194879529869312,@USER Lmfaoooo these niggas are still in black and white,niggas,niggas,YES,,,,,,,,,,,,,,,,,,
1187072758489997313,I feel real bad for everyone addicted to nicotine but y’all are stupid as fuck and this is natural selection at its finest ,y'all,stupid ass fuck,YES,,,,,,,,,,,,,,,,,,
1187379017403523083,@USER Fort bunch of stupid children chasing clout that will never happen,children,stupid,YES,,,,,,,,,,,,,,,,,,
1187514614608814082,These lil niggas snaking they men to hit burning bitches 😂,niggas,lil niggas,YES,bitches,bitches,YES,,,,,,,,,,,,,,,
1185987434569502720,"@USER Thats unfair, shame on these sons of bitches respect to you",bitches,bitches,YES,these sons of bitches,sons of bitches,YES,,,,,,,,,,,,,,,
1157100303050821632,"@USER @USER @USER What a group of losers, I’d rather eat shit then get a stupid backpack for my kid from y",NULL,losers,NO,NULL,eat shit,NO,,,,,,,,,,,,,,,
1161633338555281410,@USER Nbs son and some of these niggas ratings to high with the 99 shit,niggas,niggas,YES,NULL,shit,NO,,,,,,,,,,,,,,,
1156608340316819456,"@USER Full stop, she is a shitty person. These mouthpieces of hate are vile human beings.",she,shitty person,YES,mouthpieces of hate,vile human beings,YES,,,,,,,,,,,,,,,
1186346995495133184,@USER @USER fuck u @USER and all ur dark threats - america loves bette - back off asshole - and block #asswipe,@USER,fuck u,YES,@USER,asshole,YES,@USER,#asswipe,YES,,,,,,,,,,,,
1159522345414995975,Gay men listening to the City Girls is the biggest hypocrisy of 2019 and idk when somebody gon address that shit,that,shit,NO,,,,,,,,,,,,,,,,,,
1158042268009402368,sorry for retweeting so many posts at once but understanding how these people talk and spread their poison is so fucking important,people,spread their poison,NO,NULL,fucking important,NO,,,,,,,,,,,,,,,
1156642623127511045,every twitter bitch puts their last name as “xcx” are y’all all rela,bitch,bitch,YES,,,,,,,,,,,,,,,,,,
1187858073496489984,now that mad at you is out does that mean these bitches are finally gonna stop promoting what am i,these bitches,bitches,YES,,,,,,,,,,,,,,,,,,
1185958773178929152,all i gotta do to get over certain shit is never talk about it,NULL,shit,NO,,,,,,,,,,,,,,,,,,
1160303598766415872,White people hate Mexicans but love the fuck outta Mexican food,White people,hate Mexicans,YES,null,love the fuck,NO,,,,,,,,,,,,,,,
1161697243436658688,B4 you run behind these bitches or you put trust in these niggas run it up 💰 �,these bitches,bitches,YES,,,,,,,,,,,,,,,,,,
1187046716630978560,Men ain’t shit. Once you drop them they find the first piece of meat they se,Men,ain't shit,YES,,,,,,,,,,,,,,,,,,
1160409622009847809,"@USER @USER @USER And people that don't need them, including crazy ass #WhiteBoys",#WhiteBoys,crazy ass,YES,,,,,,,,,,,,,,,,,,
1159259027487854593,Well at least give the chance to other nct members instead of the same damn members lmao sm u obvious shit #SuperGroupDisbandParty,u,obviously shit,YES,,,,,,,,,,,,,,,,,,
1161960398242877441,@USER 😂😂😂 the funny thing is girls will say shit like that just to see if you’ll do it or not. They’re cruel ba,NULL,say shit,NO,They're,cruel bastards,YES,,,,,,,,,,,,,,,
1186740467586785282,@USER And none of them niggas wore that shit outside...,niggas,niggas,YES,that,shit,NO,,,,,,,,,,,,,,,
1157251545253240833,bitch why the fuck we got feelings all they do is hurt me FUCK 😣,bitch,bitch,YES,NULL,why the fuck,NO,NULL,FUCK,NO,,,,,,,,,,,,
1160833267433558017,@USER Yall are stupid af for releasing the stingray legit the dumbest thing in cod history,@USER,stupid af,YES,,,,,,,,,,,,,,,,,,
1157080078079143936,I be taking naps on these people job 🤷🏾‍♀️ no traffic bitch,bitch,bitch,YES,,,,,,,,,,,,,,,,,,
1187434017366429697,@USER @USER @USER Who else shook they ass fast enough to the beat #fitfam,they,ass,NO,,,,,,,,,,,,,,,,,,
1159625483664994305,@USER Lmfao that too ...most of these niggas is nasty,niggas,niggas,YES,these niggas,nasty,YES,,,,,,,,,,,,,,,
1188313866175799296,I hate messy bitches and that arguing back and forth shit on social media is out asf so hoe ur blocked �,bitches,messy bitches,YES,NULL,back and forth shit,NO,hoe,hoe,NO,,,,,,,,,,,,
1161907482303721472,"These child sex offenders be trynna blend in online... your pedo is showing@YuraHoneyy These females be wilding the fuck out, jumping to conclusions",@YuraHoneyy,pedo ,YES,These females,wilding the fuck out,NO,,,,,,,,,,,,,,,
1161401444517519360,"@USER HELL YEAH isnt that one of davids bitches,,,,,",davids,bitches,YES,,,,,,,,,,,,,,,,,,
1186098137749868544,Bitches will never have the balls to tell you shit straight up �,Bitches,Bitches,YES,NULL,shit,NO,,,,,,,,,,,,,,,
894430924783464448,"shout out to all the females that make their own money, and ain't gotta ask niggas for shit �",niggas,niggas,YES,,,,,,,,,,,,,,,,,,
1186880892616134657,@USER thanks sis. I’m just so sick of these bitches ,these bitches,bitches,YES,,,,,,,,,,,,,,,,,,
1159332293233672193,And we be ionicsiKON should just remove the letter K and be ion like ion fuck with yall dumb bitches,NULL,fuck with,NO,yall,dumb bitches,YES,,,,,,,,,,,,,,,
1162204473231474691,So much butt humor in kids programming from the 90s. It's no wonder we all eat ass,we,eat ass,NO,,,,,,,,,,,,,,,,,,
1161743569368932352,@USER Fuck yeah I'd be all for it fr,NULL,Fuck yeah,NO,,,,,,,,,,,,,,,,,,
1187005685957038082,Bro the cost of health and car insurance in this country are fucking ridiculous... They really out here camming people legally,health and car insurance,fucking ridiculous,NO,,,,,,,,,,,,,,,,,,
1160044372735483904,@USER Dammmnnn those braces are fucking NUTS.. stick to Old Fashions,those braces,fucking NUTS,NO,,,,,,,,,,,,,,,,,,
1187806647080640513,Soooooo I might start offering print services for artists. MAYBE....still thinking about some shit lol...,NULL,some shit,NO,,,,,,,,,,,,,,,,,,
1186975429023977474,Every bitch want a Wedding Ring big these bitches be fuccn on everything,bitch,bitch,YES,these bitches,bitches,YES,NULL,fucc'n,NO,,,,,,,,,,,,
1160025933421527041,x1 stans n orb*** are throwing shit and blaming each other its not even x1 or loona's fault ? sit down pls,NULL,throwing shit,NO,,,,,,,,,,,,,,,,,,
1161516247084929024,@USER huffing &amp; puffing on the TL bc some twitter nigga called you ugly. 📍under these bitches sk,nigga,twitter nigga,YES,bitches,bitches,YES,,,,,,,,,,,,,,,
1159558630531903488,Niggas act poe and say no. They gotta get it somehow 😂 that’s a quic come up.Females be down bad too instead of asking for money the go make premium Snapchat and shit �,Niggas,Niggas,YES,NULL,shit,NO,,,,,,,,,,,,,,,
1186842456102445057,some men say some wild ass shit to me like i can’t make 1 phone call n have them handled ,NULL,wild ass shit,NO,,,,,,,,,,,,,,,,,,
1159943558704635904,@USER Horrible not humane. Wake the fuck up folks. This is all way out of hand,NULL,Wake the fuck up,NO,,,,,,,,,,,,,,,,,,
1186853089036382208,Ion be tripping off the weak shit people try to do,NULL,weak shit,NO,,,,,,,,,,,,,,,,,,
1185991972034469888,Niggas really ain’t shit! If only y’all knew half the shit I kne,Niggas,Niggas,YES,,,,,,,,,,,,,,,,,,
1187134962732011520,@USER Nigga focus on that chicken and shut up 😂,Nigga,Nigga,YES,Nigga,shut up,NO,,,,,,,,,,,,,,,
1157821397961453569,Niggas be fucking bitches they JUST met raw. Fuck wrong with y’al,Niggas,Niggas,YES,bitches,bitches,YES,NULL,fucking bitches,NO,NULL,Fuck,NO,,,,,,,,,
1161743048876986369,These tnt commentators need to get Liverpool dick out their mouth tho damn,tnt commentators,Livepool dick,YES,,,,,,,,,,,,,,,,,,
1157937343162134528,"i remember seeing all the white boys in my class read that shit like it was the bible,",that,shit,NO,,,,,,,,,,,,,,,,,,
1181194860319137793,Wish these sugar daddies would just fuck OFF I’m not interested get out my dms knobheads🖕🏼 #findom #,sugar daddies,fuck OFF,YES,sugar daddies,knobheads,NO,,,,,,,,,,,,,,,
1160175147002793990,I tried to come in later. These niggas ain’t did shit y,These niggas,niggas,YES,,,,,,,,,,,,,,,,,,
1161448978376003585,"that’s gross ""niggas really out here trusting bitches they took from another nigga"" LMAO YO",niggas,niggas,YES,bitches,bitches,YES,nigga,nigga,YES,,,,,,,,,,,,
1157994452746682368,"We will do nothing against Trump's tariffs, as we'll just wait for USA to (literally) kill itself, says Xi Jinping.Gun violence is an unsolvable problem, says nation who just celebrated sending men to the fucking moon",USA,kill itself,YES,NULL,fucking,NO,,,,,,,,,,,,,,,
1161221946811568131,bitches really out here being annoying as fuck it’s me i’m bit,bitches,bitches,YES,bitches,annoying as fuck,YES,I'm,bitches,NO,,,,,,,,,,,,
1155484187580936192,Shit be wack &amp; ghetto i really get wack bitches out they body every time i come out 😂,Shit,be wack,NO,bitches,wack bitches,YES,,,,,,,,,,,,,,,
1186621001041203201,FUCK [REDACTED] WTF WHAT IS WRONG W THEM CRAZY GO AND CREATE SOME DUMB CLUB THEN WE DIE WTF IS THIS CRAZY SIAO GO AND DIE KYS WALAO FKER,NULL,FUCK,NO,NULL,DIE KYS,YES,,,,,,,,,,,,,,,
1186034364875988992,@USER girl some of that shit was just ridiculous 😂 but some people did amazi,that,shit,NO,,,,,,,,,,,,,,,,,,
1187243227176304640,the same bitches y’all talk shit about are the one y’all be all friendly with. lol get the fuck outta ,bitches,bitches,YES,NULL,get the fuck outta here,NO,NULL,talk shit,NO,,,,,,,,,,,,
1160965584630112256,Teach your daughters so that they dont end up listening to none of these dumb ass niggas,niggas,dumb ass niggas,YES,,,,,,,,,,,,,,,,,,
1162197229408382977,Get the fuck out don’t know none of these peop,NULL,Get the fuck out,NO,,,,,,,,,,,,,,,,,,
1161871123161800704,Bitches that wear makeup be quick to tell a nigga to get out they face😒bitch that's not even your fa,Bitches,Bitches,YES,nigga,nigga,yes,bitch,bitch,YES,,,,,,,,,,,,
1187572827379113984,if i eat all these gummy worms tonight please beat the living shit out of me thank you,I,beat the living shit,NO,,,,,,,,,,,,,,,,,,
1162457020181569536,Uh all bad bitches V12 engines Broke niggas die slow While the rich get richer.....I gotta go to work,bitches,bad bitches,YES,niggas,Broke niggas,YES,,,,,,,,,,,,,,,
1158581877940338689,I done had two white t's turn color cause of this shit. Dont nobody wanna break bread so dont come over here with that shit on,this,shit,NO,that,shit,NO,,,,,,,,,,,,,,,
1186089985507614721,"@USER My God. I am sick of these people and their defense of this corrupt, racist, sociopath",this,"corrupt, racist, sociopath",YES,,,,,,,,,,,,,,,,,,
1161309664060903425,if they put wan in the fucking furry purse again i think i might just fucking lose it,furry purse,fucking,NO,NULL,fucking lose it,NO,,,,,,,,,,,,,,,
1158098728684785666,All i do is fucking help people.. i thinks its time to start being selfish.,NULL,fucking help,NO,,,,,,,,,,,,,,,,,,
1156431694632751104,we all jinxed this summer stg. hyping it up and shit like we were gonna have the time of our lives💀💀 okayyyy bitch�,NULL,and shit,NO,bitch,bitch,YES,,,,,,,,,,,,,,,
1186099334682730497,Not the shootout 😂😂😭Bitches want a street nigga &amp; expect them to take them to museums &amp; aquariums an shit 😂🤣 Naw enjoy this sho,Bitches,Bitches,YES,street nigga,nigga,YES,NULL,an shit,NO,,,,,,,,,,,,
1158398208780984321,the victims of this fuck show supposed to show the world this shit existed besides use it on them,this,fuck show,NO,this,shit,NO,,,,,,,,,,,,,,,
1155949434439553024,y’all be ugly as hell calling mfs ugly how that wo,y'all,ugly as hell,YES,NULL,mfs ugly,NO,,,,,,,,,,,,,,,
1188339651385405440,"It’s really a bunch of angry men in my mentions cause I said a man makes women feel good , y’all hate women so much eat dick lol",y'all,eat dick,YES,,,,,,,,,,,,,,,,,,
1160941526173851649,@USER @USER These people are basically stupid as fuck,These people,stupid as fuck,YES,,,,,,,,,,,,,,,,,,
1188589211873501184,@USER Y’all niggas really sleeping on Creatures of the Night.. like it isn’t the fucking 🐐 of t,niggas,niggas,YES,Y'all,niggas,YES,Creatures of the Night,fucking �,NO,,,,,,,,,,,,
1187675910717296640,Arsenal and Man Utd fans will never stop bantering each other. And we are both so shit 😂😂😂�,we,so shit,NO,,,,,,,,,,,,,,,,,,
1186984223686778887,@USER They really suck at nudes I find. Black gays take that shit seriously!,that,shit,NO,,,,,,,,,,,,,,,,,,
1187504464128811009,NIGGAS ARE FUCKING HOGGING THE OUTLETS BRUH I HATE IT HERE,NIGGAS,NIGGAS,YES,NIGGAS,FUCKING HOGGING,YES,,,,,,,,,,,,,,,
1159692319534276608,i hate niggas that always wanna freestyle during the smoke sesh,niggas,niggas,YES,,,,,,,,,,,,,,,,,,
1186752320660361217,Bitches wanna be cuffed to take hoodies 😭 Shit is tragic ,Bitches,bitches,YES,Shit,Shit,NO,,,,,,,,,,,,,,,
1186707341040766976,"I ain't tryna come to office all hostile. After all this shit. And that shit. And all this other shit, now. And the side shit.",this,shit,NO,that ,shit,NO,this,other shit,NO,NULL,side shit,NO,,,,,,,,,
1156274984043581440,Bro women never see shit wrong in what they do and that shit is annoying,women,never see shit wrong,NO,that ,shit,NO,,,,,,,,,,,,,,,
1156358326063706114,Growing up during the boom of social media has made some of y’all narcissistic as fu,y'all,narcissistic as fuck,YES,,,,,,,,,,,,,,,,,,
1155740521865908230,@USER Wake up and smell the corrupt greedy lying coffee.,NULL,NULL,NO,,,,,,,,,,,,,,,,,,
1188598686583934976,@USER @USER @USER This makes women look petty and dumb,women,petty and dumb,NO,,,,,,,,,,,,,,,,,,
